filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
B71example0.fast5	d905f4e4-1ba6-4ba4-a296-cb5ee6b2b98d	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	161	3	117198.875500	118.459500	94767	TRUE	117198.923000	94729	118.412000	38827	14.269968	2.931083	72.803421	9.496099	72.803421	9.496099
B71example1.fast5	e7a1deda-d87b-4f1a-a6af-87cdf0744bec	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	304	2	66769.180250	43.113000	34490	TRUE	66769.187750	34484	43.105500	14307	15.752426	2.985550	84.409760	10.375366	84.409760	10.375366
B71example0.fast5	b17eb435-e8d0-46bb-8567-809b9f03e551	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	374	1	24855.442250	85.346000	68276	TRUE	24855.484750	68242	85.303500	29493	16.888823	3.042739	77.199760	10.023659	77.199760	10.023659
B71example0.fast5	fc7aa131-f9ae-491d-8a31-f692622751a5	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	374	2	46549.532750	113.353750	90683	TRUE	46549.586500	90640	113.300000	41216	13.148577	3.053344	78.958298	10.023659	78.958298	10.023659
B71example0.fast5	b485661a-0485-4179-9ad1-823ee1726b7f	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	400	2	8182.523500	82.938000	66350	TRUE	8182.597250	66291	82.864250	33695	14.796989	3.188806	77.727325	9.847805	77.727325	9.847805
B71example1.fast5	eea48d4c-4391-4c89-9f8d-0a94a2885447	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	240	3	64503.088000	127.871750	102297	TRUE	64503.416750	102034	127.543000	39586	15.027142	2.914469	72.627563	9.671952	72.627563	9.671952
B71example0.fast5	fcc79fe3-19cb-4330-9c81-a688993a3574	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	399	2	35399.134500	73.750250	59000	TRUE	35399.168250	58973	73.716500	26515	15.856352	3.068542	75.792931	9.496099	75.792931	9.496099
B71example1.fast5	ef1d9379-9f1b-46c6-bcc3-6903fade8926	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	239	3	32396.323250	12.623250	10098	TRUE	32396.385750	10048	12.560750	3805	14.425669	2.833396	82.651222	10.551220	82.651222	10.551220
B71example0.fast5	dba4caf3-06c6-4b1e-bd0d-3cdf1b31b1c2	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	188	3	13562.503250	178.303000	142642	TRUE	13562.623250	142546	178.183000	62830	15.144548	3.044802	76.672203	9.847805	76.672203	9.847805
B71example0.fast5	ed83f816-d076-4d6b-93eb-ec1d86d1e666	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	21	3	26558.043250	5.542750	4434	TRUE	26558.479500	4085	5.106500	1810	13.118606	2.988317	78.430740	10.023659	78.430740	10.023659
B71example1.fast5	000cca4b-72fa-47cb-812d-740d5b171fff	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	272	2	67163.086500	64.861250	51889	TRUE	67163.239000	51767	64.708750	25041	11.954768	3.035603	80.892685	10.199512	80.892685	10.199512
B71example0.fast5	f474f529-e2ac-43b4-850d-b004dde23243	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	177	4	66159.122500	51.289250	41031	TRUE	66159.151250	41008	51.260500	19000	13.815809	3.057153	83.882202	10.375366	83.882202	10.375366
B71example1.fast5	f28c7b98-1552-4fef-9d69-3924c35d712a	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	199	3	74237.908250	109.480500	87584	TRUE	74237.949500	87551	109.439250	38774	9.526616	2.855865	73.155128	8.792684	73.155128	8.792684
B71example0.fast5	ba27116c-4207-40ab-814b-1d3b7d058123	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	436	2	65251.254000	159.595250	127676	TRUE	65251.289000	127648	159.560250	53511	13.833650	2.936638	77.023911	9.847805	77.023911	9.847805
B71example0.fast5	bcd64874-14e2-4833-b502-de0a2f933313	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	477	1	1975.214250	7.489000	5991	TRUE	1975.268000	5948	7.435250	2773	15.314217	3.090721	77.199760	9.496099	77.199760	9.496099
B71example0.fast5	bd5a7c8a-c71b-4dee-93f8-65a07a1a5968	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	99	2	7716.173750	33.860500	27088	TRUE	7716.362500	26937	33.671750	15018	13.313010	3.238321	77.551468	10.023659	77.551468	10.023659
B71example1.fast5	001d7213-ea22-432b-86ea-ef7f1585e237	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	410	4	7249.057250	134.610750	107688	TRUE	7249.102250	107652	134.565750	50466	14.884671	3.089108	76.496346	10.023659	76.496346	10.023659
B71example0.fast5	f59a2b09-89d3-41fb-9416-ae52f65d353a	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	82	3	115559.154750	114.778750	91823	TRUE	115559.184750	91799	114.748750	33841	11.954393	2.797791	69.110489	8.792684	69.110489	8.792684
B71example1.fast5	f3cdbaca-cd0e-4ba0-9932-31411c863b9e	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	299	4	60465.504750	103.429750	82743	TRUE	60465.533500	82720	103.401000	35718	13.442335	2.993531	76.672203	9.671952	76.672203	9.671952
B71example1.fast5	038007c7-84f2-4d68-8386-47fbf46f04cb	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	199	1	29942.939250	85.702250	68561	TRUE	29943.053000	68470	85.588500	31864	10.354279	2.986149	76.320496	9.496099	76.320496	9.496099
B71example1.fast5	f71d60c5-1b30-400e-9a32-3da812f545b9	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	76	1	66065.277750	72.496750	57997	TRUE	66065.314000	57968	72.460500	26423	12.724395	3.020290	84.937325	10.199512	84.937325	10.199512
B71example0.fast5	f66616ef-9a93-4c0d-a90a-9104ca6be548	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	446	2	44070.994750	105.259500	84207	TRUE	44071.091000	84130	105.163250	36720	14.933491	3.027939	80.892685	10.199512	80.892685	10.199512
B71example0.fast5	bffaff5e-bc60-419e-ae4f-1eadfd9b3c5a	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	115	1	152851.995750	119.235250	95388	TRUE	152852.127000	95283	119.104000	37458	12.589509	2.879270	76.496346	9.671952	76.496346	9.671952
B71example0.fast5	d35a495d-2704-4149-b307-2ff1fea6bf33	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	357	3	62106.095500	19.408500	15526	TRUE	62106.219250	15427	19.284750	8411	13.793028	3.206269	83.002930	10.199512	83.002930	10.199512
B71example1.fast5	f851233a-6569-4de9-bcdb-4bfcb2597a67	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	149	4	5905.198750	68.805000	55044	TRUE	5905.198750	55044	68.805000	27479	12.830058	3.140450	77.375618	9.847805	77.375618	9.847805
B71example1.fast5	12e8c5f9-4eb5-4562-a76f-e884633d28cd	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	191	2	75574.784000	107.269750	85815	TRUE	75575.397750	85324	106.656000	34036	15.462926	2.941014	69.813904	8.968537	69.813904	8.968537
B71example0.fast5	d638d77a-33a5-4f91-8412-7c8a0f9a88c3	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	198	3	141693.850000	67.690000	54152	TRUE	141693.970000	54056	67.570000	22112	10.776101	2.838776	79.661713	9.847805	79.661713	9.847805
B71example1.fast5	003d0256-e20c-4c17-bf63-9ffb399d2c64	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	417	2	63486.760750	100.933000	80746	TRUE	63486.854500	80671	100.839250	34820	12.319316	2.957052	77.903175	10.023659	77.903175	10.023659
B71example1.fast5	00482b2d-f18f-4b75-a05b-d7fcf34e0326	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	223	2	79300.749500	4.176750	3341	TRUE	79300.908250	3214	4.018000	1456	13.301266	2.977694	77.023911	9.847805	77.023911	9.847805
B71example1.fast5	fd517bd9-a11c-4f35-bbac-f746978a13ed	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	389	4	34565.915500	50.231750	40185	TRUE	34565.943000	40163	50.204250	19683	12.117588	3.043475	76.144638	9.847805	76.144638	9.847805
B71example0.fast5	e25220e7-7863-4b96-ac35-c10839a74501	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	181	3	143319.356500	65.322500	52258	TRUE	143319.451500	52182	65.227500	22342	11.685141	2.892878	66.120979	8.440976	66.120979	8.440976
B71example1.fast5	1da57989-ec90-48d2-9fe6-1a3842daa8c4	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	13	4	21484.756750	77.151000	61720	TRUE	21484.788000	61695	77.119750	27800	15.405249	3.066497	78.079033	9.496099	78.079033	9.496099
B71example1.fast5	040afcb6-5309-4a7c-a2b8-3759be2c5ebb	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	509	3	44382.701750	68.378250	54702	TRUE	44382.870500	54567	68.209500	26824	13.560030	3.094221	79.837563	10.023659	79.837563	10.023659
B71example2.fast5	0075b317-c096-4e58-af7d-b8250b91908a	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	110	4	45328.044500	92.096000	73676	TRUE	45328.184500	73564	91.956000	31339	15.992643	3.018238	74.561958	9.671952	74.561958	9.671952
B71example1.fast5	1ea91af5-3f29-4821-a39b-a906ba849419	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	466	4	5967.398000	71.122500	56898	TRUE	5967.451750	56855	71.068750	25396	14.545398	3.048923	77.023911	9.847805	77.023911	9.847805
B71example1.fast5	04605447-16ed-4602-a5e5-1da9023fa95a	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	360	2	159629.418750	65.325750	52260	TRUE	159629.707500	52029	65.037000	21955	11.485314	2.898288	80.716835	9.847805	80.716835	9.847805
B71example2.fast5	0ea3deec-8209-4f16-87aa-24dc70492a52	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	279	4	29261.749500	29.680500	23744	TRUE	29261.792000	23710	29.638000	10386	13.640911	3.010452	77.199760	9.847805	77.199760	9.847805
B71example1.fast5	1f2ed4f0-2c0b-4352-956f-cef476abb8a7	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	349	3	37049.682000	13.396750	10717	TRUE	37049.729500	10679	13.349250	4750	13.232157	3.016229	79.485855	9.847805	79.485855	9.847805
B71example1.fast5	050acfba-89b8-49bf-a97c-63874291d044	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	184	2	96147.589750	24.989750	19991	TRUE	96147.687250	19913	24.892250	9234	11.850863	2.978804	83.706345	9.144391	83.706345	9.144391
B71example0.fast5	e4a4848d-068a-4044-8971-1f96c17991d5	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	381	4	14064.658500	124.385000	99508	TRUE	14064.712250	99465	124.331250	44839	14.654886	3.051919	74.034393	9.496099	74.034393	9.496099
B71example1.fast5	47a8eada-7e60-4cdf-b1cf-9e44c2226694	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	198	3	95301.926750	45.827000	36661	TRUE	95301.963000	36632	45.790750	16689	9.472363	2.870530	82.475372	9.847805	82.475372	9.847805
B71example2.fast5	289722c1-520e-40a5-b723-f9b2e3d78baf	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	170	3	138346.740750	67.530250	54024	TRUE	138346.804500	53973	67.466500	20439	16.671818	2.904519	73.858543	10.023659	73.858543	10.023659
B71example1.fast5	08817bfc-edbb-4dda-bede-d6641192b84e	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	483	1	15172.987750	77.225500	61780	TRUE	15173.454000	61407	76.759250	28313	14.536041	3.073717	78.430740	9.847805	78.430740	9.847805
B71example2.fast5	386f4611-c5dd-42a8-81db-6a604fd89578	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	360	4	74151.177500	82.248250	65798	TRUE	74151.233750	65753	82.192000	26238	16.167948	2.952933	77.199760	9.847805	77.199760	9.847805
B71example0.fast5	f4e48251-e55e-416c-a5d4-995538a013d6	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	14	2	16155.602750	129.775000	103820	TRUE	16155.691500	103749	129.686250	44084	16.098064	3.016647	75.968788	9.671952	75.968788	9.671952
B71example1.fast5	5557e7e8-745a-4d2e-b1aa-6607388239dd	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	343	1	158388.961000	119.026000	95220	TRUE	158389.013500	95178	118.973500	35241	13.224833	2.841748	84.761467	10.199512	84.761467	10.199512
B71example1.fast5	1223257f-fbac-4a93-8359-51bb8c19e040	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	405	2	14237.000750	100.056000	80044	TRUE	14237.187000	79895	99.869750	37485	15.861607	3.111120	75.617081	9.496099	75.617081	9.496099
B71example1.fast5	5809074d-053b-4044-906a-d8ddc0b53b19	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	123	3	105475.289000	33.191250	26553	TRUE	105475.496500	26387	32.983750	8800	14.063061	2.750247	67.703659	10.551220	67.703659	10.551220
B71example2.fast5	3abb8ff9-3025-453d-a7c4-3da9e85f4ce5	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	157	2	88910.700250	75.119250	60095	TRUE	88910.735250	60067	75.084250	24824	13.922495	2.950069	76.144638	9.671952	76.144638	9.671952
B71example0.fast5	fb1fdc96-aafa-4aa4-a5da-c7a199e49dd0	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	130	2	71701.647000	90.089000	72071	TRUE	71701.647000	72071	90.089000	28847	15.646119	2.943740	79.661713	10.023659	79.661713	10.023659
B71example2.fast5	3d109b34-958c-4c1a-83bc-20c40a1c9110	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	319	1	50570.391000	43.248000	34598	TRUE	50570.414750	34579	43.224250	14714	16.196985	3.013442	77.199760	10.023659	77.199760	10.023659
B71example1.fast5	5f9b1fe5-fc88-4936-88c0-45c9cbef6f10	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	159	4	2271.927000	114.548750	91639	TRUE	2272.265750	91368	114.210000	41567	14.062317	3.055312	75.792931	9.671952	75.792931	9.671952
B71example2.fast5	3fb3dfc7-0fc6-4b1a-af42-fe61bd0f7997	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	416	3	34269.302000	83.204000	66563	TRUE	34269.369500	66509	83.136500	29720	13.795339	3.030846	76.672203	10.023659	76.672203	10.023659
B71example1.fast5	186c26b1-a0d7-4c9a-a293-46c6d5886ea9	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	397	2	127299.599250	148.652500	118922	FALSE	127299.628000	118899	148.623750	49815	7.902889	2.763433	74.561958	8.968537	74.561958	8.968537
B71example0.fast5	fed065d3-0f52-46fa-a759-580661df2435	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	436	4	68810.272000	113.822500	91058	TRUE	68810.463250	90905	113.631250	34779	15.755700	2.907753	78.079033	10.023659	78.079033	10.023659
B71example1.fast5	3464c0ed-9df7-4b9d-adc9-e3662f85e10c	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	33	3	86014.322250	76.249000	60999	TRUE	86014.424750	60917	76.146500	23967	15.498323	2.935581	80.189270	10.023659	80.189270	10.023659
B71example2.fast5	477caf16-491d-4064-bcc3-22721cfb7fc9	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	237	2	64088.609500	102.505500	82004	TRUE	64088.760750	81883	102.354250	29805	13.521338	2.822985	74.561958	9.496099	74.561958	9.496099
B71example2.fast5	48158a29-a10d-4de1-b83d-564f7612861f	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	444	4	148324.951500	8.947500	7158	TRUE	148324.975250	7139	8.923750	3124	12.314739	2.931482	83.354637	10.199512	83.354637	10.199512
B71example1.fast5	7894e557-3a92-435e-be40-62484bafa12e	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	13	1	19077.992750	134.189000	107351	TRUE	19078.319000	107090	133.862750	49586	13.080439	3.053360	74.737808	9.671952	74.737808	9.671952
B71example1.fast5	092b60f1-f9db-45e3-b21b-a3d17755840b	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	97	4	21080.811000	78.140000	62512	TRUE	21080.981000	62376	77.970000	28663	11.950298	2.999432	76.320496	9.671952	76.320496	9.671952
B71example1.fast5	adb39cb5-28d5-4d0a-88ac-c14bf5861dad	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	366	1	81331.711250	106.130500	84904	TRUE	81331.808750	84826	106.033000	35171	12.899764	2.924356	69.286346	8.968537	69.286346	8.968537
B71example2.fast5	4c201993-65e7-4326-b691-3bb7f5d7d33b	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	308	2	104068.161750	106.998000	85598	FALSE	104068.161750	85598	106.998000	28852	7.871980	2.626763	68.934639	9.496099	68.934639	9.496099
B71example1.fast5	7a59f859-6147-4501-9b23-e163aa2f7194	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	493	2	56747.759000	112.137000	89709	TRUE	56747.845250	89640	112.050750	39636	14.602887	3.018295	83.354637	10.727074	83.354637	10.727074
B71example2.fast5	4eb3a571-d9bc-4d7a-8f61-5dc2d211e3ce	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	476	4	89373.957000	46.229000	36983	TRUE	89373.982000	36963	46.204000	15639	15.009593	2.988162	78.430740	9.671952	78.430740	9.671952
B71example1.fast5	7efb76cc-6c9d-4690-b2d1-9242f5124304	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	300	2	94153.909500	39.386500	31509	TRUE	94153.912000	31507	39.384000	12971	12.339870	2.915807	87.750984	10.551220	87.750984	10.551220
B71example1.fast5	7f6f5fc9-c45d-4117-a11e-5e435f166520	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	448	1	38602.509500	6.236000	4988	TRUE	38602.552000	4954	6.193500	2279	16.056904	3.072909	76.496346	9.671952	76.496346	9.671952
B71example1.fast5	11040ba2-d5ef-4562-be26-9f79253e5455	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	407	4	6406.140500	157.396250	125917	TRUE	6406.230500	125845	157.306250	56386	15.575294	3.067112	77.199760	10.023659	77.199760	10.023659
B71example1.fast5	ae5737c2-5587-4154-bdf1-fc721f1066ea	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	404	2	67877.468750	100.129500	80103	TRUE	67877.656250	79953	99.942000	31659	14.360773	2.924751	79.661713	10.199512	79.661713	10.199512
B71example1.fast5	b099e350-1cbd-467f-aaf9-167999988374	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	362	3	119514.253750	17.138500	13710	TRUE	119514.310000	13665	17.082250	4915	10.592940	2.764156	95.312691	9.671952	95.312691	9.671952
B71example1.fast5	129263ba-2c6d-4a73-9c27-d20e1661500b	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	157	1	24767.950000	48.125250	38500	FALSE	24768.153750	38337	47.921500	21046	7.731808	3.046687	75.441223	9.496099	75.441223	9.496099
B71example1.fast5	800a28e5-a932-4d9c-be04-1af9e7fa8895	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	41	3	71975.199500	60.307000	48245	TRUE	71975.325750	48144	60.180750	20211	15.893646	2.987643	77.903175	9.847805	77.903175	9.847805
B71example2.fast5	55e45dd1-0514-4616-8619-3b8afdcf0beb	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	24	1	1445.001000	100.638000	80510	TRUE	1445.274750	80291	100.364250	38154	14.175350	3.102181	78.430740	10.023659	78.430740	10.023659
B71example1.fast5	b18cf66d-8452-4532-ad21-136f6895cd30	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	198	2	55343.371000	57.946250	46357	TRUE	55343.414750	46322	57.902500	19832	14.204022	2.995171	79.837563	10.023659	79.837563	10.023659
B71example1.fast5	130b402f-2f4b-4b58-954b-a2857775949e	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	224	1	76192.054750	73.049500	58439	TRUE	76192.099750	58403	73.004500	23213	13.148647	2.904269	78.958298	9.847805	78.958298	9.847805
B71example1.fast5	172e7b0e-4b95-4e19-9ee4-da2019d47645	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	441	2	21946.576000	7.848000	6278	FALSE	21946.721000	6162	7.703000	2890	8.622053	2.919283	75.968788	9.496099	75.968788	9.496099
B71example2.fast5	5f92ffed-db63-40e9-8791-fa7ef7631a3f	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	166	4	71205.074750	76.371750	61097	TRUE	71205.164750	61025	76.281750	29428	11.999187	3.039881	72.451714	9.144391	72.451714	9.144391
B71example1.fast5	86707e46-e629-4f97-8d16-626ad0dfe352	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	217	4	162288.991000	130.820000	104656	TRUE	162289.008500	104642	130.802500	39661	14.568033	2.884802	86.871712	10.551220	86.871712	10.551220
B71example1.fast5	b2a76ccb-b129-4ee4-8d86-31f683d2cd78	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	323	1	46194.822250	115.518250	92414	TRUE	46194.858500	92385	115.482000	45282	12.135345	3.055222	72.275856	9.320245	72.275856	9.320245
B71example2.fast5	619d5750-b672-4269-8995-f6af2579d6e5	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	7	3	71389.120750	63.818000	51054	TRUE	71389.144500	51035	63.794250	22532	14.416329	3.017878	76.144638	9.671952	76.144638	9.671952
B71example1.fast5	19261fb4-7bab-498d-89b8-f5381a3cdaa2	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	452	1	19836.282500	133.047500	106438	TRUE	19836.447500	106306	132.882500	50073	14.939442	3.099662	76.144638	10.023659	76.144638	10.023659
B71example2.fast5	621c143f-5b1a-4a8d-920f-b812ba5e153e	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	354	1	81475.047750	58.680000	46944	FALSE	81475.301500	46741	58.426250	19490	8.939330	2.789414	62.252197	8.265122	62.252197	8.265122
B71example2.fast5	62ce28bd-ed03-4d15-864a-60be7423538f	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	318	2	26806.580750	20.026750	16021	TRUE	26806.595750	16009	20.011750	7712	15.810954	3.134707	81.596100	9.847805	81.596100	9.847805
B71example1.fast5	bb1d522e-86b9-4121-bfe9-47373a7373dd	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	416	2	17629.796250	78.584500	62867	TRUE	17629.812500	62854	78.568250	27628	16.298779	3.052213	76.496346	9.847805	76.496346	9.847805
B71example1.fast5	8fec2825-191a-4a83-b955-9a5563c4d128	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	247	3	75550.402000	136.610500	109288	TRUE	75550.552000	109168	136.460500	44984	15.664824	2.973361	70.341469	9.144391	70.341469	9.144391
B71example1.fast5	90f85b2b-c824-4fb5-a0fe-396b484f69bf	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	491	4	71274.701000	9.729500	7783	TRUE	71274.809750	7696	9.620750	2469	10.558970	2.682702	72.100006	11.078781	72.100006	11.078781
B71example2.fast5	7136bf9b-d021-4e75-922e-fb51b87e668d	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	475	3	27164.688750	51.118500	40894	TRUE	27164.962500	40675	50.844750	19963	10.356223	3.012969	77.727325	8.968537	77.727325	8.968537
B71example1.fast5	ec7494b8-aa70-4ac6-b3e5-a658a38165e9	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	365	3	58415.391250	57.400750	45920	TRUE	58415.453750	45870	57.338250	20485	15.013184	3.032724	76.672203	9.847805	76.672203	9.847805
B71example1.fast5	1a349a82-0e5d-4e49-b46f-dff201bfbc4b	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	479	2	69099.199500	102.166500	81733	TRUE	69099.268250	81678	102.097750	35614	11.218605	2.921363	68.407074	8.792684	68.407074	8.792684
B71example1.fast5	ecf4b4c3-ca3f-4380-9b8c-6a55f5028783	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	318	2	26828.082750	40.815250	32652	TRUE	26828.114000	32627	40.784000	13856	15.719464	3.017004	80.189270	10.199512	80.189270	10.199512
B71example2.fast5	746e1d22-8ba8-48c6-838f-4b1bf83833e5	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	221	3	97097.903250	84.143000	67314	TRUE	97097.953250	67274	84.093000	29971	12.739084	2.986485	81.947807	10.023659	81.947807	10.023659
B71example1.fast5	fd3c1f47-3421-44eb-9180-7f3ba5a5ce6d	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	461	2	13054.024250	47.052000	37641	TRUE	13054.156750	37535	46.919500	17674	14.899483	3.104388	76.320496	9.496099	76.320496	9.496099
B71example2.fast5	79f0f352-866f-413e-874b-4e1c9482708a	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	495	1	43871.562750	9.790250	7832	TRUE	43871.875250	7582	9.477750	3238	15.580898	3.006083	78.606590	10.375366	78.606590	10.375366
B71example1.fast5	9db7c56b-eebf-434a-a0e9-c680c6afff65	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	444	4	154182.108000	135.963750	108771	TRUE	154182.154250	108734	135.917500	43061	14.822717	2.930803	83.354637	10.375366	83.354637	10.375366
B71example2.fast5	050467c9-0254-4aef-b0f5-2f808a78d7e0	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	340	4	53324.019750	52.264000	41811	TRUE	53324.094750	41751	52.189000	17828	14.793184	2.999459	80.365128	10.023659	80.365128	10.023659
B71example1.fast5	1aaba9bd-c7ab-4d16-8e98-47dcc695be4a	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	362	4	46073.145000	123.499750	98799	TRUE	46073.181250	98770	123.463500	47162	12.010009	3.056372	83.178787	10.199512	83.178787	10.199512
B71example2.fast5	8ebc89a6-cfdc-40e8-a66b-4a7da6b852a4	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	108	2	63770.007750	103.944250	83155	TRUE	63770.122750	83063	103.829250	33937	15.083672	2.964647	77.199760	9.847805	77.199760	9.847805
B71example1.fast5	9e1b0151-9723-4f06-a369-cf8a4441e3b1	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	230	2	44352.977750	88.057750	70446	TRUE	44353.095250	70352	87.940250	31885	15.172201	3.061835	78.254883	9.847805	78.254883	9.847805
B71example2.fast5	913f36f8-2f2f-4f28-8948-5aec4fa04ce4	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	125	1	75269.010250	27.544500	22035	TRUE	75269.190250	21891	27.364500	8736	12.809260	2.887019	78.079033	9.847805	78.079033	9.847805
B71example1.fast5	9ebb6d24-6b8e-4832-bb1d-7ffcc940276d	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	507	4	91644.111750	26.010250	20808	TRUE	91644.240500	20705	25.881500	8131	13.245428	2.913508	84.761467	10.199512	84.761467	10.199512
B71example2.fast5	94af5934-56e6-4fd2-8fe0-847411ed4844	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	300	2	94121.007250	31.758250	25406	TRUE	94121.054750	25368	31.710750	10281	13.655462	2.932593	87.926834	10.551220	87.926834	10.551220
B71example2.fast5	08c1b1a4-dee7-4582-8644-12d021ff3d9f	6c174770bb18c3fe1359860d3aeb87b3e8fc498a	0	388	3	172213.609000	129.675250	103740	TRUE	172213.830250	103563	129.454000	38824	15.349360	2.883641	84.058052	10.375366	84.058052	10.375366
